"","runif(1000, min = 0, max = 0.4)"
"1",0.388008772302419
"2",0.0299163013696671
"3",0.339398203976452
"4",0.34470447935164
"5",0.00255693048238754
"6",0.149411862995476
"7",0.0881536401808262
"8",0.06699542645365
"9",0.325972178671509
"10",0.10416779126972
"11",0.305120600573719
"12",0.051397396530956
"13",0.241490983776748
"14",0.0180257268249989
"15",0.290380143746734
"16",0.185713248047978
"17",0.0153943350538611
"18",0.0791621014475822
"19",0.132729966565967
"20",0.184006602410227
"21",0.0974928507581353
"22",0.259155921451747
"23",0.00138566298410296
"24",0.369973571877927
"25",0.313933903258294
"26",0.0542321253567934
"27",0.182527251262218
"28",0.0618005937896669
"29",0.386252905894071
"30",0.229943178314716
"31",0.0223162381909788
"32",0.356549899559468
"33",0.0744269917719066
"34",0.0335973960347474
"35",0.309697922319174
"36",0.160017487034202
"37",0.376400194503367
"38",0.324964856170118
"39",0.0438561481423676
"40",0.314478483330458
"41",0.352439427282661
"42",0.255386264901608
"43",0.0493718709796667
"44",0.156430610734969
"45",0.354718345496804
"46",0.0426638792268932
"47",0.361568074766547
"48",0.0146644753403962
"49",0.0332930742762983
"50",0.277857688814402
"51",0.0385451097041369
"52",0.338685798365623
"53",0.0903092703782022
"54",0.0859046524390578
"55",0.170243893004954
"56",0.0831528620794416
"57",0.0276351370848715
"58",0.230007952451706
"59",0.349165936093777
"60",0.118220621068031
"61",0.395986181590706
"62",0.309233297780156
"63",0.397306601144373
"64",0.269971072860062
"65",0.095502917189151
"66",0.348399761226028
"67",0.162367412447929
"68",0.131287184543908
"69",0.095291417837143
"70",0.103740935306996
"71",0.279228389170021
"72",0.123474331852049
"73",0.0917943470180035
"74",0.0186874222010374
"75",0.244241947680712
"76",0.286063581425697
"77",0.147196715977043
"78",0.0479223934933543
"79",0.244861113186926
"80",0.0411557828076184
"81",0.178269191365689
"82",0.0331310676410794
"83",0.327337908092886
"84",0.160622841306031
"85",0.122902815695852
"86",0.246650409884751
"87",0.105532098095864
"88",0.362802131846547
"89",0.0804770034737885
"90",0.281565376464278
"91",0.156218827050179
"92",0.36345711061731
"93",0.383406009245664
"94",0.0437817484140396
"95",0.181109946314245
"96",0.234831603523344
"97",0.311855302751064
"98",0.231699948199093
"99",0.157159595377743
"100",0.138372686039656
"101",0.287939102202654
"102",0.0179189925082028
"103",0.378009371645749
"104",0.16807263949886
"105",0.365043151192367
"106",0.169268239382654
"107",0.368843655567616
"108",0.306165239401162
"109",0.25947727560997
"110",0.146327597461641
"111",0.197203956265003
"112",0.0472133214585483
"113",0.285126330889761
"114",0.346302184462547
"115",0.258744875341654
"116",0.104613224882632
"117",0.387924286257476
"118",0.0571874505840242
"119",0.387909381557256
"120",0.0132088546641171
"121",0.0516292375512421
"122",0.296781098190695
"123",0.00952320443466306
"124",0.324807173199952
"125",0.0308466169051826
"126",0.287265397701412
"127",0.29186470201239
"128",0.337411815114319
"129",0.259722496569157
"130",0.176082381140441
"131",0.195072321500629
"132",0.0938185268081725
"133",0.0684993641451001
"134",0.322835341561586
"135",0.197072269860655
"136",0.133930086251348
"137",0.0945645860396326
"138",0.174083031062037
"139",0.0535674352198839
"140",0.198657447658479
"141",0.329934223275632
"142",0.355699169356376
"143",0.080999705940485
"144",0.361357123591006
"145",0.363699934445322
"146",0.262688628025353
"147",0.050078634172678
"148",0.207704397756606
"149",0.330013716313988
"150",0.0713614915497601
"151",0.340194177534431
"152",0.351294561009854
"153",0.383037117123604
"154",0.139896655641496
"155",0.151852075289935
"156",0.178587596397847
"157",0.27341901473701
"158",0.265488379541785
"159",0.236516475118697
"160",0.030425076559186
"161",0.264981205202639
"162",0.261668990086764
"163",0.10349993025884
"164",0.159136723633856
"165",0.108482775464654
"166",0.391209786757827
"167",0.368502243235707
"168",0.00143282925710082
"169",0.169905420672148
"170",0.364632751327008
"171",0.304756366368383
"172",0.0987055134959519
"173",0.0507575207389891
"174",0.349566730950028
"175",0.237339392863214
"176",0.115162772499025
"177",0.153465086128563
"178",0.186166163813323
"179",0.35113974576816
"180",0.0956644454970956
"181",0.305491472780705
"182",0.0254907077178359
"183",0.128696796670556
"184",0.239565077144653
"185",0.319547963421792
"186",0.00484691187739372
"187",0.282726946100593
"188",0.0120414878241718
"189",0.0760337686166167
"190",0.354467433970422
"191",0.169050762057304
"192",0.0536304126493633
"193",0.0293650196865201
"194",0.126169516239315
"195",0.113729181978852
"196",0.265563945006579
"197",0.246199770551175
"198",0.152081607282162
"199",0.0627729087136686
"200",0.199627410434186
"201",0.379346709139645
"202",0.311370712611824
"203",0.243126045912504
"204",0.0329100462608039
"205",0.147186367865652
"206",0.316366224735975
"207",0.395430780854076
"208",0.192572628241032
"209",0.285705495998263
"210",0.0456006418913603
"211",0.0224790415726602
"212",0.261592480167747
"213",0.0559847680851817
"214",0.201821782812476
"215",0.184083316847682
"216",0.0478369493968785
"217",0.214183934405446
"218",0.135928099043667
"219",0.256801788043231
"220",0.341851987596601
"221",0.190819350630045
"222",0.209489178471267
"223",0.150918234884739
"224",0.284092876501381
"225",0.174786137230694
"226",0.356629451736808
"227",0.219803130067885
"228",0.284275460988283
"229",0.318515137583017
"230",0.210131396260113
"231",0.336838850099593
"232",0.130629837233573
"233",0.101385510899127
"234",0.121491806954145
"235",0.312070104945451
"236",0.0594987112097442
"237",0.0294248149730265
"238",0.043349733017385
"239",0.140071354433894
"240",0.185141547676176
"241",0.285042995773256
"242",0.331742788013071
"243",0.0482030153274536
"244",0.216583815123886
"245",0.289919933583587
"246",0.146912920940667
"247",0.256642260309309
"248",0.182014715485275
"249",0.114149859640747
"250",0.325730587728322
"251",0.0354078151285648
"252",0.356593029666692
"253",0.31231890860945
"254",0.256412657164037
"255",0.261236003413796
"256",0.392295892629772
"257",0.0286469966173172
"258",0.102737194299698
"259",0.0209045671857893
"260",0.172534711845219
"261",0.0770620409399271
"262",0.0134217811748385
"263",0.170691032148898
"264",0.080249919462949
"265",0.307485834974796
"266",0.122707761917263
"267",0.394509790372103
"268",0.068871542531997
"269",0.138329530786723
"270",0.0911344284191728
"271",0.270478722266853
"272",0.171274084411562
"273",0.00695700384676456
"274",0.213512642867863
"275",0.23583843447268
"276",0.120376850385219
"277",0.293771671131253
"278",0.0493136855773628
"279",0.208340873476118
"280",0.312368187960237
"281",0.0243871469981968
"282",0.363143177051097
"283",0.369764667749405
"284",0.112314572837204
"285",0.0233618549071252
"286",0.22634793613106
"287",0.00650397650897503
"288",0.216120972856879
"289",0.27188781676814
"290",0.184494129940867
"291",0.117838488332927
"292",0.350022063963115
"293",0.344987778738141
"294",0.287679243180901
"295",0.156219302956015
"296",0.37897179024294
"297",0.15585007686168
"298",0.203292081039399
"299",0.328794397227466
"300",0.0934920587576926
"301",0.0014015220105648
"302",0.333491713926196
"303",0.183499215077609
"304",0.0815450793132186
"305",0.333188194129616
"306",0.157330003380775
"307",0.370930922310799
"308",0.396113997884095
"309",0.135006164386868
"310",0.301818627584726
"311",0.14517217213288
"312",0.0269766731187701
"313",0.387356324028224
"314",0.287987783085555
"315",0.042524051386863
"316",0.229440966434777
"317",0.0625667007640004
"318",0.270449354872108
"319",0.220977137889713
"320",0.358476288523525
"321",0.0316457618027925
"322",0.298818647488952
"323",0.306378013081849
"324",0.204755103122443
"325",0.0119564460590482
"326",0.143014397285879
"327",0.178827521298081
"328",0.398926116526127
"329",0.121949814725667
"330",0.366575945820659
"331",0.167054234817624
"332",0.241520519554615
"333",0.234168597217649
"334",0.385963846370578
"335",0.0260974194854498
"336",0.0118993891403079
"337",0.187509234808385
"338",0.380536255426705
"339",0.0514040245674551
"340",0.135668847244233
"341",0.366095608472824
"342",0.0798339632339776
"343",0.340141272637993
"344",0.340181279461831
"345",0.272020346391946
"346",0.3513118468225
"347",0.317705815471709
"348",0.0144277230836451
"349",0.242412897013128
"350",0.178307418897748
"351",0.0607971660792828
"352",0.258576666563749
"353",0.247698576934636
"354",0.0491251877509058
"355",0.321680100169033
"356",0.191363867372274
"357",0.288496987614781
"358",0.0141796092502773
"359",0.0852468580007553
"360",0.100945493672043
"361",0.0690711153671145
"362",0.377552919462323
"363",0.0965762712061405
"364",0.216127792466432
"365",0.16889721294865
"366",0.311039007641375
"367",0.157135833613575
"368",0.169053527433425
"369",0.219997952319682
"370",0.225335142947733
"371",0.363138889335096
"372",0.00359491053968668
"373",0.297247773315758
"374",0.387353984545916
"375",0.378417225647718
"376",0.229296360164881
"377",0.17740786196664
"378",0.00893827620893717
"379",0.17231155205518
"380",0.169613494444638
"381",0.0196898015215993
"382",0.0160658688284457
"383",0.102757206466049
"384",0.0282431069761515
"385",0.383785462006927
"386",0.296775341685861
"387",0.0280488737858832
"388",0.330438085645437
"389",0.105411972198635
"390",0.279656777903438
"391",0.129770069662482
"392",0.188799498789012
"393",0.0435530396178365
"394",0.300003452692181
"395",0.0108759295195341
"396",0.36976153049618
"397",0.310603774897754
"398",0.102062388230115
"399",0.354238576628268
"400",0.354133557341993
"401",0.168652922380716
"402",0.129870386701077
"403",0.318484788108617
"404",0.0374582256190479
"405",0.24020225238055
"406",0.250498500000685
"407",0.186165622249246
"408",0.325360398553312
"409",0.229744593892246
"410",0.188911630865186
"411",0.0840676533058286
"412",0.00357648944482207
"413",0.173086078651249
"414",0.200392426177859
"415",0.389065136387944
"416",0.0581517576240003
"417",0.000614219345152378
"418",0.30088316956535
"419",0.328981492388994
"420",0.112614129111171
"421",0.146643908787519
"422",0.26384750334546
"423",0.327879952546209
"424",0.184151218365878
"425",0.131797714997083
"426",0.0809602401219308
"427",0.222144259698689
"428",0.150946005713195
"429",0.314074522815645
"430",0.371156471408904
"431",0.0343639432452619
"432",0.247090622875839
"433",0.272297075763345
"434",0.399320604559034
"435",0.265312386117876
"436",0.0754637091420591
"437",0.311590450629592
"438",0.0189551629126072
"439",0.250965514685959
"440",0.0683310624212027
"441",0.0604128502309322
"442",0.118390106409788
"443",0.24374032933265
"444",0.0792588251642883
"445",0.135356148984283
"446",0.222287968546152
"447",0.317315478529781
"448",0.00579228140413761
"449",0.177593662030995
"450",0.140244320780039
"451",0.334811989124864
"452",0.350186942145228
"453",0.0212983762845397
"454",0.237990335281938
"455",0.0175847198814154
"456",0.314809114858508
"457",0.302985164616257
"458",0.0767963355407119
"459",0.319410731550306
"460",0.178845336381346
"461",0.162768056988716
"462",0.090355980116874
"463",0.16737457383424
"464",0.113361902348697
"465",0.28629849459976
"466",0.220037450175732
"467",0.316705872025341
"468",0.288691642228514
"469",0.045526743773371
"470",0.23745184559375
"471",0.0259344792924821
"472",0.115616140980273
"473",0.322235334850848
"474",0.106902007479221
"475",0.395578353106976
"476",0.157704979833215
"477",0.0321420970372856
"478",0.279988421220332
"479",0.244707174878567
"480",0.380474272836
"481",0.384068207629025
"482",0.245544162392616
"483",0.16110324645415
"484",0.392870638146997
"485",0.278319167997688
"486",0.0967724340036512
"487",0.234591495338827
"488",0.191511958371848
"489",0.243975443579257
"490",0.265417216345668
"491",0.0508124276995659
"492",0.0237279829569161
"493",0.331948525924236
"494",0.20404252326116
"495",0.308408048190177
"496",0.349468119163066
"497",0.0415453963913023
"498",0.362390767689794
"499",0.0380194418132305
"500",0.1013702374883
"501",0.19585571680218
"502",0.19266575621441
"503",0.114359976816922
"504",0.0259893068112433
"505",0.170496527478099
"506",0.0822823597118258
"507",0.139003839995712
"508",0.0359346126206219
"509",0.0677400445565581
"510",0.129189980775118
"511",0.0372470655478537
"512",0.180576246604323
"513",0.25698777846992
"514",0.327949982602149
"515",0.289280248433352
"516",0.106279389560223
"517",0.10062223514542
"518",0.219417883269489
"519",0.337983474880457
"520",0.345709472894669
"521",0.398780881986022
"522",0.16069243196398
"523",0.349806400202215
"524",0.241665909904987
"525",0.102041095960885
"526",0.120906320773065
"527",0.136453731544316
"528",0.206954472791404
"529",0.051822061650455
"530",0.282492177560925
"531",0.129692585580051
"532",0.356355054490268
"533",0.367799438908696
"534",0.322836840152741
"535",0.28172703916207
"536",0.256895687337965
"537",0.285525732766837
"538",0.00798861645162106
"539",0.338424134813249
"540",0.141554354317486
"541",0.234616209194064
"542",0.215548809245229
"543",0.0461116652935743
"544",0.0741485991515219
"545",0.166602904349566
"546",0.359151139762253
"547",0.137852998543531
"548",0.302839294448495
"549",0.0413101547397673
"550",0.218978258594871
"551",0.359059919137508
"552",0.140657837223262
"553",0.214142782427371
"554",0.307486088387668
"555",0.252839928958565
"556",0.233694906253368
"557",0.172149418853223
"558",0.101909692399204
"559",0.0331438191235066
"560",0.148424869775772
"561",0.0363541559316218
"562",0.132821969129145
"563",0.0683242638595402
"564",0.00916289547458291
"565",0.0464489404112101
"566",0.293007866851985
"567",0.0951266489923
"568",0.0697118928655982
"569",0.00445912117138505
"570",0.0893982814624906
"571",0.261842217110097
"572",0.000698929280042648
"573",0.0706084168516099
"574",0.0219565466046333
"575",0.391129024513066
"576",0.0415600247681141
"577",0.0557606784626842
"578",0.137873904593289
"579",0.09141451632604
"580",0.00186227541416883
"581",0.0624752382747829
"582",0.305320886336267
"583",0.109668237902224
"584",0.126392039656639
"585",0.019357264880091
"586",0.304600081313401
"587",0.0906973684206605
"588",0.0944709572941065
"589",0.078997911605984
"590",0.22338803652674
"591",0.0830691511742771
"592",0.189074928686023
"593",0.274335564766079
"594",0.0678515747189522
"595",0.0820362200960517
"596",0.0292848313227296
"597",0.355735469982028
"598",0.00457255821675062
"599",0.0617503456771374
"600",0.0202013011090457
"601",0.3359827789478
"602",0.0962264886125922
"603",0.120694547146559
"604",0.0479365614242852
"605",0.297498972713947
"606",0.39791331961751
"607",0.0836592412553728
"608",0.0323157490231097
"609",0.287288823444396
"610",0.0897522397339344
"611",0.22248777365312
"612",0.181938141677529
"613",0.300132197327912
"614",0.293991110939533
"615",0.261137850116938
"616",0.0881832187995315
"617",0.326333271246403
"618",0.198814528714865
"619",0.383605577331036
"620",0.0366122795268893
"621",0.320681825559586
"622",0.291325720679015
"623",0.161133094411343
"624",0.344388552568853
"625",0.340242112148553
"626",0.397504196316004
"627",0.105634451657534
"628",0.273491257242858
"629",0.291345277894288
"630",0.213334129936993
"631",0.0967480523511767
"632",0.237071749940515
"633",0.301784329209477
"634",0.194357051886618
"635",0.172205059044063
"636",0.239044855069369
"637",0.0226300870068371
"638",0.0385988272726536
"639",0.0201115951873362
"640",0.250370812881738
"641",0.116841010097414
"642",0.385785074997693
"643",0.0437011564150453
"644",0.0594380833208561
"645",0.200601565930992
"646",0.0602427487261593
"647",0.0351500636897981
"648",0.218155334983021
"649",0.0127413056790829
"650",0.177351447753608
"651",0.0485151004046202
"652",0.17859138213098
"653",0.082390411850065
"654",0.0462690786458552
"655",0.0476254631765187
"656",0.165921464096755
"657",0.0685466259717941
"658",0.35061573330313
"659",0.350469609443098
"660",0.0429417731240392
"661",0.117087418958545
"662",0.0599359391257167
"663",0.297812665812671
"664",0.349461520463228
"665",0.282753320317715
"666",0.257330334186554
"667",0.0722922301851213
"668",0.18774890229106
"669",0.0373298402875662
"670",0.156984239257872
"671",0.318862218596041
"672",0.201580930501223
"673",0.276814528275281
"674",0.232970573939383
"675",0.254654439538717
"676",0.214633959252387
"677",0.0673860650509596
"678",0.279329243768007
"679",0.212143298611045
"680",0.283862418308854
"681",0.261553952563554
"682",0.014318132493645
"683",0.0607167734764516
"684",0.344583003595471
"685",0.148477278649807
"686",0.193985368404537
"687",0.372107609082013
"688",0.102136398106813
"689",0.381451066583395
"690",0.291003256198019
"691",0.277185085881501
"692",0.146286521200091
"693",0.222249977663159
"694",0.0838694007135928
"695",0.301664690580219
"696",0.36647719219327
"697",0.393826774414629
"698",0.356552718020976
"699",0.332807936519384
"700",0.16292413584888
"701",0.237595433648676
"702",0.115829195640981
"703",0.245159842446446
"704",0.203836651239544
"705",0.274647833313793
"706",0.206736552435905
"707",0.179398686531931
"708",0.379757464304566
"709",0.0278981786221266
"710",0.150624240003526
"711",0.184026030730456
"712",0.0576557255350053
"713",0.389818313438445
"714",0.0467211901210249
"715",0.165942104998976
"716",0.333073279820383
"717",0.198433380201459
"718",0.258067386783659
"719",0.236827604472637
"720",0.0118751991540194
"721",0.0931212279945612
"722",0.280396373942494
"723",0.179334253352135
"724",0.333671220578253
"725",0.158230363577604
"726",0.176145402248949
"727",0.191555373370647
"728",0.371705080382526
"729",0.277157348394394
"730",0.201046441029757
"731",0.0680911014787853
"732",0.227701805345714
"733",0.128397439513355
"734",0.256094936560839
"735",0.376583248469979
"736",0.0950575298629701
"737",0.343695601262152
"738",0.355235062260181
"739",0.225466203968972
"740",0.208737658988684
"741",0.365980901010335
"742",0.116656851023436
"743",0.165641402918845
"744",0.0431532784365118
"745",0.0135510560125113
"746",0.201016832329333
"747",0.284817614220083
"748",0.230142097081989
"749",0.34761009234935
"750",0.0266896274872124
"751",0.108707277942449
"752",0.0648979293182492
"753",0.363275029696524
"754",0.364998397603631
"755",0.0144373890012503
"756",0.0361358701251447
"757",0.220051388628781
"758",0.277644971292466
"759",0.295683366805315
"760",0.381142638996244
"761",0.320072071347386
"762",0.0391317467205226
"763",0.115008447691798
"764",0.261727528367192
"765",0.194928690884262
"766",0.171639099251479
"767",0.231910902447999
"768",0.343109309859574
"769",0.212454153317958
"770",0.126456496305764
"771",0.211715389881283
"772",0.342453910037875
"773",0.179489847365767
"774",0.0707822390832007
"775",0.135562040191144
"776",0.316197974886745
"777",0.18963342839852
"778",0.0843359097838402
"779",0.35859713498503
"780",0.189252234157175
"781",0.32325348071754
"782",0.148895072191954
"783",0.0952711860649288
"784",0.232989249844104
"785",0.00611311569809914
"786",0.386922263354063
"787",0.286008506733924
"788",0.280613117851317
"789",0.110584105364978
"790",0.383535689022392
"791",0.153132045269012
"792",0.244325698725879
"793",0.194764496106654
"794",0.0660456927493215
"795",0.0903407907113433
"796",0.133725812379271
"797",0.218034091033041
"798",0.0211804797872901
"799",0.357523191440851
"800",0.299026266019791
"801",0.0833890620619059
"802",0.192383268754929
"803",0.272724246140569
"804",0.199954121094197
"805",0.153863723017275
"806",0.0894923916086555
"807",0.107420013844967
"808",0.109817667864263
"809",0.240758574474603
"810",0.2191465979442
"811",0.0535836204886437
"812",0.364347827062011
"813",0.260381907504052
"814",0.150293591804802
"815",0.0667136276140809
"816",0.123092497326434
"817",0.199759036954492
"818",0.333820291608572
"819",0.296986840106547
"820",0.27609253032133
"821",0.256986827962101
"822",0.191465586237609
"823",0.0719469306059182
"824",0.342184975091368
"825",0.370897044520825
"826",0.290010350290686
"827",0.353612471558154
"828",0.302130821440369
"829",0.16997307408601
"830",0.071076197642833
"831",0.367290780413896
"832",0.0816825156100094
"833",0.259158330224454
"834",0.243732823804021
"835",0.280211328435689
"836",0.398246206156909
"837",0.388553544599563
"838",0.00022971648722887
"839",0.174074432067573
"840",0.384619206655771
"841",0.140390988066792
"842",0.0558279144577682
"843",0.173596675042063
"844",0.137834885623306
"845",0.237261432316154
"846",0.0373192869126797
"847",0.0192798020318151
"848",0.322546422109008
"849",0.295594195649028
"850",0.0520048649050295
"851",0.0515046657063067
"852",0.0429251257330179
"853",0.203778801299632
"854",0.206707827094942
"855",0.220666378643364
"856",0.145236965734512
"857",0.173926982283592
"858",0.0247091989964247
"859",0.20070472843945
"860",0.236420200113207
"861",0.309680603630841
"862",0.0327118480578065
"863",0.328602061606944
"864",0.0575558223761618
"865",0.249204167164862
"866",0.0123471114784479
"867",0.22103340132162
"868",0.159547984693199
"869",0.0818689337931574
"870",0.0760529174469411
"871",0.380009158607572
"872",0.0956884718500078
"873",0.297294054925442
"874",0.187192350905389
"875",0.127267351560295
"876",0.236273112613708
"877",0.382407508790493
"878",0.0391325697302818
"879",0.187965530063957
"880",0.203191677480936
"881",0.0187459491193295
"882",0.107533728983253
"883",0.0783985666930676
"884",0.0216163429431617
"885",0.131888652313501
"886",0.238912706822157
"887",0.282177623361349
"888",0.0444698308594525
"889",0.109060467313975
"890",0.34303375929594
"891",0.0222295704297721
"892",0.143506342545152
"893",0.0957245658151805
"894",0.127943349909037
"895",0.0404670680873096
"896",0.116173551883548
"897",0.0394823558628559
"898",0.15547361979261
"899",0.26795316785574
"900",0.158020171895623
"901",0.154515354055911
"902",0.0617301202379167
"903",0.0117826535366476
"904",0.275253107305616
"905",0.0399345364421606
"906",0.152448104694486
"907",0.237063014041632
"908",0.354486895911396
"909",0.044290644209832
"910",0.133767071086913
"911",0.372162325680256
"912",0.291042080521584
"913",0.239178288076073
"914",0.288450167421252
"915",0.235490268934518
"916",0.380852049216628
"917",0.192788335960358
"918",0.257553875725716
"919",0.129249334521592
"920",0.198947044555098
"921",0.111156938970089
"922",0.00707214558497071
"923",0.330396964494139
"924",0.261416498478502
"925",0.241983254533261
"926",0.214064550027251
"927",0.168181669060141
"928",0.168422792945057
"929",0.325697487965226
"930",0.0556993454694748
"931",0.146830890513957
"932",0.14986199690029
"933",0.261782003473491
"934",0.370241630170494
"935",0.293714226596057
"936",0.0370547031983733
"937",0.356921774987131
"938",0.334089033864439
"939",0.368585506547242
"940",0.192829775810242
"941",0.324209469184279
"942",0.142974637355655
"943",0.165111918374896
"944",0.103820643946528
"945",0.357613506074995
"946",0.165531916450709
"947",0.199563083052635
"948",0.228468529134989
"949",0.316361663863063
"950",0.0787288684397936
"951",0.212681957706809
"952",0.0423789341934025
"953",0.107482198439538
"954",0.32199960835278
"955",0.0275242182426155
"956",0.352611384820193
"957",0.300864042062312
"958",0.170144075714052
"959",0.195740655530244
"960",0.390410004463047
"961",0.0375280940905213
"962",0.172136541549116
"963",0.26683988282457
"964",0.0993014258332551
"965",0.157481746003032
"966",0.0354461264796555
"967",0.159427508898079
"968",0.24958417583257
"969",0.0387007977813482
"970",0.238014682196081
"971",0.226360483467579
"972",0.0849196327850223
"973",0.0677846352569759
"974",0.191346054524183
"975",0.364355949591845
"976",0.161639110744
"977",0.37857264187187
"978",0.292526883538812
"979",0.144954031892121
"980",0.296211658138782
"981",0.370973897632211
"982",0.299429237283766
"983",0.219000961538404
"984",0.0711371279321611
"985",0.00527826398611069
"986",0.135980928968638
"987",0.27853674357757
"988",0.021856152638793
"989",0.0842409837990999
"990",0.105664353724569
"991",0.361901202611625
"992",0.196903770137578
"993",0.133636414073408
"994",0.373883938509971
"995",0.26505884481594
"996",0.307573690731078
"997",0.200948425941169
"998",0.14844007268548
"999",0.153470888920128
"1000",0.257675913255662
